material_id,formula,space_group_number,space_group_symbol,topology_soc,high_quality,superconductor,nonzero_magnetisation,is_best_flatband,is_curated_flatband,is_atomic_flatband,n_icsd,icsd_ids,n_icsd_with_cif,materials_project
191360,Hf1 O6 Sr2 V1,139,I4/mmm,ESFD (SM),0,0,0,1,1,0,1,191360,1,https://materialsproject.org/materials/icsd/191360
191592,Cs1 Fe1 Mo2 O8,147,P-3,ESFD (SM),0,0,1,1,1,0,1,191592,1,https://materialsproject.org/materials/icsd/191592
191648,As1 Co1 Mn2,216,F-43m,ES (SM),0,0,1,1,1,0,1,191648,1,https://materialsproject.org/materials/icsd/191648
191657,Al1 Co1 Fe1 Ti1,216,F-43m,Trivial,0,0,1,1,1,0,1,191657,1,https://materialsproject.org/materials/icsd/191657
191658,Co1 Fe1 Ga1 Ti1,216,F-43m,ESFD (SM),0,0,1,1,1,0,1,191658,1,https://materialsproject.org/materials/icsd/191658
191659,Co1 Fe1 Si1 Ti1,216,F-43m,ESFD (SM),0,0,1,1,1,0,1,191659,1,https://materialsproject.org/materials/icsd/191659
191660,Co1 Fe1 Ge1 Ti1,216,F-43m,ESFD (SM),0,0,1,1,1,0,1,191660,1,https://materialsproject.org/materials/icsd/191660
191661,As1 Co1 Fe1 Ti1,216,F-43m,ESFD (SM),0,0,1,1,1,0,1,191661,1,https://materialsproject.org/materials/icsd/191661
191662,Co1 Fe1 Sb1 Ti1,216,F-43m,ESFD (SM),0,0,1,1,1,0,1,191662,1,https://materialsproject.org/materials/icsd/191662
191664,Co1 Fe1 Ga1 V1,216,F-43m,ESFD (SM),0,0,1,1,1,0,1,191664,1,https://materialsproject.org/materials/icsd/191664
192140,F3 Na1 Ni1,62,Pnma,Trivial,0,0,0,1,1,0,4,192140 192142 192144 200062,4,https://materialsproject.org/materials/icsd/192140
192327,Co1 Nb1 O6 Sr2,87,I4/m,Trivial,0,0,0,1,1,0,1,192327,1,https://materialsproject.org/materials/icsd/192327
192404,Na1 Nb1 O3,63,Cmcm,Trivial,1,0,0,1,1,0,2,192404 192405,2,https://materialsproject.org/materials/icsd/192404
192406,Na1 Nb1 O3,127,P4/mbm,Trivial,1,0,0,1,1,0,1,192406,1,https://materialsproject.org/materials/icsd/192406
193569,Mg1 Ni3,221,Pm-3m,ES (SM),0,1,0,1,1,0,1,193569,1,https://materialsproject.org/materials/icsd/193569
194248,F3 Sc1,221,Pm-3m,Trivial,0,0,0,1,1,0,4,194248 194249 194250 194273,4,https://materialsproject.org/materials/icsd/194248
194588,Ag2 Fe1 O8 Rb1 V2,147,P-3,ESFD (SM),1,0,1,1,1,0,2,194588 194589,2,https://materialsproject.org/materials/icsd/194588
195130,Ba2 Co1 O6 W1,225,Fm-3m,ESFD (SM),0,0,0,1,1,0,1,195130,1,https://materialsproject.org/materials/icsd/195130
195131,Fe1 Ge2,140,I4/mcm,ES (SM),0,1,0,1,1,0,1,195131,1,https://materialsproject.org/materials/icsd/195131
